SP500_ret,realized_vol,impliedvix,datetime
-0.003579,0.000014,0.000054,06-Nov-95
-0.003643,0.000022,0.000056,07-Nov-95
0.009151,0.000021,0.000049,08-Nov-95
0.002616,0.000016,0.000051,09-Nov-95
-0.000911,0.000023,0.000056,10-Nov-95
-0.000709,0.000019,0.000058,13-Nov-95
-0.005095,0.000012,0.000059,14-Nov-95
0.007894,0.000049,0.000055,15-Nov-95
0.005674,0.000031,0.000052,16-Nov-95
0.00456,8.00E-06,0.000052,17-Nov-95
-0.00538,8.00E-06,0.000051,20-Nov-95
0.005664,0.000019,0.000046,21-Nov-95
-0.00307,8.00E-06,0.000046,22-Nov-95
0.00262,2.00E-06,0.000047,24-Nov-95
0.002248,0.000034,0.000051,27-Nov-95
0.008495,0.000041,0.000044,28-Nov-95
0.00196,4.00E-06,0.000045,29-Nov-95
-0.003743,0.000016,0.000044,30-Nov-95
0.002656,0.000016,0.000041,01-Dec-95
0.010978,0.000023,0.000038,04-Dec-95
0.006497,0.000015,0.000045,05-Dec-95
0.004039,0.00003,0.000053,06-Dec-95
-0.006487,0.00002,0.000054,07-Dec-95
0.002124,0.000018,0.000041,08-Dec-95
0.003298,0.000016,0.00004,11-Dec-95
-0.001195,7.00E-06,0.000037,12-Dec-95
0.004692,0.000014,0.000035,13-Dec-95
-0.007702,0.000024,0.000041,14-Dec-95
-0.000941,0.000029,0.000043,15-Dec-95
-0.015583,0.00018,0.00007,18-Dec-95
0.008402,0.000057,0.000057,19-Dec-95
-0.009837,0.000066,0.000049,20-Dec-95
0.007481,0.000032,0.000038,21-Dec-95
0.002405,0.000015,0.000044,22-Dec-95
0.003816,5.00E-06,0.000044,26-Dec-95
0.000374,4.00E-06,0.000047,27-Dec-95
-0.000667,0.00002,0.00005,28-Dec-95
0.002943,0.000011,0.000052,29-Dec-95
0.007763,0.000066,0.000049,02-Jan-96
0.00095,0.000039,0.000048,03-Jan-96
-0.005843,0.000116,0.000063,04-Jan-96
-0.001604,0.000056,0.000061,05-Jan-96
0.002834,6.00E-06,0.000057,08-Jan-96
-0.014676,0.000058,0.000077,09-Jan-96
-0.018164,0.000152,0.000094,10-Jan-96
0.00701,0.000027,0.000079,11-Jan-96
-0.001461,0.000027,0.000077,12-Jan-96
-0.003312,0.000018,0.000074,15-Jan-96
0.014269,0.000089,0.000066,16-Jan-96
-0.003408,0.000033,0.000067,17-Jan-96
0.003079,0.00002,0.000061,18-Jan-96
0.005885,0.000018,0.000053,19-Jan-96
0.002563,0.000011,0.000059,22-Jan-96
-0.000995,0.000017,0.000061,23-Jan-96
0.011633,0.000041,0.000052,24-Jan-96
-0.004737,0.000029,0.000055,25-Jan-96
0.007411,0.000011,0.000048,26-Jan-96
0.004174,0.000013,0.000049,29-Jan-96
0.009455,0.00002,0.000051,30-Jan-96
0.009272,0.000034,0.000052,31-Jan-96
0.003829,0.000013,0.000053,01-Feb-96
-0.004096,0.00002,0.000058,02-Feb-96
0.008737,0.000025,0.00006,05-Feb-96
0.00761,0.000035,0.00007,06-Feb-96
0.005554,0.000023,0.000066,07-Feb-96
0.009403,0.000046,0.000064,08-Feb-96
0.000457,0.000087,0.000071,09-Feb-96
0.00771,0.000035,0.000071,12-Feb-96
-0.001422,0.000043,0.000097,13-Feb-96
-0.007492,0.000036,0.00008,14-Feb-96
-0.006519,0.000026,0.000086,15-Feb-96
-0.005141,0.000043,0.000078,16-Feb-96
-0.011377,0.000082,0.000093,20-Feb-96
0.011562,0.000035,0.000069,21-Feb-96
0.016466,0.000091,0.00007,22-Feb-96
0.000334,0.000102,0.000072,23-Feb-96
-0.013165,0.000103,0.000089,26-Feb-96
-0.004963,0.000045,0.000091,27-Feb-96
-0.003855,0.000111,0.000092,28-Feb-96
-0.006723,0.000098,0.000096,29-Feb-96
0.006133,0.000113,0.000092,01-Mar-96
0.009945,0.00007,0.000092,04-Mar-96
0.007623,0.000035,0.000086,05-Mar-96
-0.005796,0.000027,0.000091,06-Mar-96
0.002527,0.000047,0.00009,07-Mar-96
-0.031312,0.00048,0.000142,08-Mar-96
0.010239,0.000053,0.000137,11-Mar-96
-0.004588,0.000195,0.000121,12-Mar-96
0.002289,0.000031,0.000109,13-Mar-96
0.003627,0.000032,0.000095,14-Mar-96
0.000873,0.000018,0.00009,15-Mar-96
0.017341,0.0001,0.000099,18-Mar-96
-0.001472,0.00004,0.000111,19-Mar-96
-0.002627,0.000034,0.000115,20-Mar-96
-0.001216,0.000022,0.000104,21-Mar-96
0.0022,0.000016,0.000096,22-Mar-96
-0.000892,0.00005,0.000105,25-Mar-96
0.004497,0.000023,0.000105,26-Mar-96
-0.006237,0.000035,0.000106,27-Mar-96
0.000046,0.000024,0.000109,28-Mar-96
-0.005315,0.00006,0.000118,29-Mar-96
0.012669,0.000063,0.000106,01-Apr-96
0.002338,4.00E-06,0.000089,02-Apr-96
0.000946,0.00003,0.000088,03-Apr-96
-0.00003,5.00E-06,0.000087,04-Apr-96
-0.017876,0.000404,0.000116,08-Apr-96
-0.003187,0.000021,0.000099,09-Apr-96
-0.013624,0.000076,0.000135,10-Apr-96
-0.003669,0.000113,0.000128,11-Apr-96
0.008723,0.000033,0.0001,12-Apr-96
0.009037,0.000028,0.000094,15-Apr-96
0.003899,0.000023,0.000089,16-Apr-96
-0.00527,0.000038,0.000096,17-Apr-96
0.003112,0.00003,0.000089,18-Apr-96
0.002266,0.000023,0.000076,19-Apr-96
0.004362,0.000082,0.000078,22-Apr-96
0.005679,0.000015,0.000075,23-Apr-96
-0.002166,0.000013,0.000074,24-Apr-96
0.004144,0.000035,0.000072,25-Apr-96
0.000903,0.000015,0.000072,26-Apr-96
0.001071,0.000014,0.000079,29-Apr-96
0.000015,0.000011,0.000083,30-Apr-96
0.000627,0.000028,0.000085,01-May-96
-0.017258,0.00006,0.000115,02-May-96
-0.002724,0.000046,0.000092,03-May-96
-0.001279,0.000064,0.000095,06-May-96
-0.003987,0.000029,0.000094,07-May-96
0.010163,0.000201,0.000082,08-May-96
0.001023,0.000033,0.000095,09-May-96
0.01025,0.000074,0.000081,10-May-96
0.014343,0.000037,0.000076,13-May-96
0.006164,0.000034,0.000073,14-May-96
-0.00027,0.000031,0.00008,15-May-96
-0.000857,0.000026,0.000082,16-May-96
0.006088,0.000025,0.000076,17-May-96
0.006319,0.000043,0.000083,20-May-96
-0.00058,0.000011,0.000085,21-May-96
0.008378,0.000034,0.000079,22-May-96
-0.003573,0.000064,0.000086,23-May-96
0.003706,0.000033,0.00008,24-May-96
-0.009299,0.00006,0.000095,28-May-96
-0.006417,0.000042,0.000097,29-May-96
0.005628,0.000038,0.000085,30-May-96
-0.003848,0.000059,0.000085,31-May-96
-0.002154,0.000038,0.000094,03-Jun-96
0.007282,0.00003,0.000087,04-Jun-96
0.008705,0.000019,0.000085,05-Jun-96
-0.008006,0.000036,0.000094,06-Jun-96
0.000416,0.000247,0.000086,07-Jun-96
-0.001709,0.000021,0.000093,10-Jun-96
-0.001772,0.00007,0.000092,11-Jun-96
-0.002881,0.000016,0.000096,12-Jun-96
-0.001675,0.000024,0.000097,13-Jun-96
-0.003104,0.000018,0.000115,14-Jun-96
-0.001037,0.000029,0.000101,17-Jun-96
-0.004671,0.000017,0.000101,18-Jun-96
-0.000151,0.000025,0.000102,19-Jun-96
0.000211,0.000025,0.000095,20-Jun-96
0.007134,0.000023,0.000083,21-Jun-96
0.00301,0.000014,0.000084,24-Jun-96
-0.000553,0.000012,0.000079,25-Jun-96
-0.006137,0.000019,0.000077,26-Jun-96
0.006242,0.000042,0.000067,27-Jun-96
0.003106,0.000016,0.000062,28-Jun-96
0.007798,0.000012,0.000063,01-Jul-96
-0.003364,0.000014,0.000067,02-Jul-96
-0.001798,1.00E-05,0.000067,03-Jul-96
-0.0225,0.000381,0.000086,05-Jul-96
-0.007481,0.000049,0.000089,08-Jul-96
0.003381,0.000024,0.000079,09-Jul-96
0.001999,0.000091,0.00008,10-Jul-96
-0.015964,0.000195,0.000105,11-Jul-96
0.000805,0.000064,0.000097,12-Jul-96
-0.025691,0.000161,0.000134,15-Jul-96
-0.002273,0.000425,0.000134,16-Jul-96
0.00903,0.000105,0.000122,17-Jul-96
0.014856,0.000072,0.000106,18-Jul-96
-0.007533,0.00005,0.000099,19-Jul-96
-0.007796,0.000098,0.000138,22-Jul-96
-0.010947,0.000126,0.000154,23-Jul-96
-0.000351,0.000249,0.000152,24-Jul-96
0.007187,0.000068,0.000124,25-Jul-96
0.007466,0.00002,0.000101,26-Jul-96
-0.007878,0.000019,0.000133,29-Jul-96
0.006871,0.000039,0.000139,30-Jul-96
0.007356,0.000038,0.000125,31-Jul-96
0.015613,0.000101,0.000116,01-Aug-96
0.019002,0.000147,0.000087,02-Aug-96
-0.003417,1.00E-05,0.0001,05-Aug-96
0.003251,0.000045,0.000095,06-Aug-96
0.002684,0.000043,0.000087,07-Aug-96
-0.002367,0.000024,0.000085,08-Aug-96
-0.00074,0.000025,0.000082,09-Aug-96
0.005528,0.000033,0.00008,12-Aug-96
-0.008401,0.000034,0.000089,13-Aug-96
0.002798,0.000036,0.000084,14-Aug-96
0.000347,0.000011,0.000079,15-Aug-96
0.004414,0.000012,0.000073,16-Aug-96
0.002057,0.000012,0.000077,19-Aug-96
-0.001336,5.00E-06,0.000072,20-Aug-96
-0.000932,0.000023,0.00007,21-Aug-96
0.0084,0.000017,0.000062,22-Aug-96
-0.005457,0.000027,0.000066,23-Aug-96
-0.004734,0.000015,0.000078,26-Aug-96
0.003789,5.00E-06,0.000076,27-Aug-96
-0.002389,6.00E-06,0.000075,28-Aug-96
-0.011209,0.000056,0.000087,29-Aug-96
-0.008263,0.000073,0.000096,30-Aug-96
0.004178,0.000217,0.000113,03-Sep-96
0.001358,0.000017,0.000115,04-Sep-96
-0.009456,0.000032,0.000139,05-Sep-96
0.009562,0.000038,0.000097,06-Sep-96
0.012248,0.000044,0.000089,09-Sep-96
0.000075,0.000026,0.000087,10-Sep-96
0.005214,0.000028,0.000085,11-Sep-96
0.005783,0.000033,0.000084,12-Sep-96
0.013894,0.00012,0.000076,13-Sep-96
0.005042,0.000021,0.000079,16-Sep-96
-0.001522,0.00002,0.000082,17-Sep-96
-0.002155,0.000034,0.000083,18-Sep-96
0.002243,0.000016,0.000085,19-Sep-96
0.005869,0.00002,0.000081,20-Sep-96
-0.000786,0.000063,0.00009,23-Sep-96
-0.001268,0.000033,0.000089,24-Sep-96
0.000321,0.000018,0.000087,25-Sep-96
0.000044,0.000036,0.000086,26-Sep-96
0.000481,0.000023,0.000086,27-Sep-96
0.001631,0.000029,0.000095,30-Sep-96
0.002572,0.000024,0.000096,01-Oct-96
0.007129,0.000025,0.000093,02-Oct-96
-0.001774,1.00E-05,0.000093,03-Oct-96
0.012451,0.000048,0.000072,04-Oct-96
0.002733,0.000015,0.000076,07-Oct-96
-0.003903,0.000024,0.00008,08-Oct-96
-0.005582,0.000026,0.000086,09-Oct-96
-0.003062,0.00003,0.000087,10-Oct-96
0.008672,0.000033,0.000075,11-Oct-96
0.004102,0.000014,0.000076,14-Oct-96
-0.00138,0.000057,0.000083,15-Oct-96
0.002616,0.000027,0.00008,16-Oct-96
0.003656,0.00002,0.000079,17-Oct-96
0.005403,7.00E-06,0.000075,18-Oct-96
-0.001366,0.000033,0.000084,21-Oct-96
-0.004631,0.000018,0.000089,22-Oct-96
0.00099,0.000055,0.000089,23-Oct-96
-0.007066,0.000041,0.000094,24-Oct-96
-0.001953,0.000018,0.000099,25-Oct-96
-0.005235,0.000059,0.000111,28-Oct-96
0.006063,0.000034,0.000111,29-Oct-96
-0.000856,0.000025,0.000113,30-Oct-96
0.006215,0.000023,0.000108,31-Oct-96
-0.002129,0.000041,0.000106,01-Nov-96
0.004197,0.000014,0.000108,04-Nov-96
0.01043,0.000052,0.000103,05-Nov-96
0.014527,0.000064,0.000095,06-Nov-96
0.004214,0.000019,0.000098,07-Nov-96
0.004347,0.000029,0.000082,08-Nov-96
0.001436,5.00E-06,0.000075,11-Nov-96
-0.003161,0.000022,0.000078,12-Nov-96
0.00215,0.000015,0.000073,13-Nov-96
0.006476,0.000024,0.000063,14-Nov-96
0.002362,0.000053,0.000068,15-Nov-96
-0.000814,0.000029,0.000076,18-Nov-96
0.00695,0.000036,0.000077,19-Nov-96
0.002409,0.000033,0.000084,20-Nov-96
-0.001614,0.000027,0.000082,21-Nov-96
0.008019,0.000021,0.000074,22-Nov-96
0.011024,0.000029,0.000084,25-Nov-96
-0.001414,0.000112,0.000095,26-Nov-96
-0.001271,7.00E-06,0.000095,27-Nov-96
0.002672,9.00E-06,0.000097,29-Nov-96
-0.000608,0.000057,0.000106,02-Dec-96
-0.011005,0.000112,0.000115,03-Dec-96
-0.004259,0.000047,0.000106,04-Dec-96
-0.000967,0.000034,0.000109,05-Dec-96
-0.006442,0.000592,0.000117,06-Dec-96
0.013644,0.000066,0.000104,09-Dec-96
-0.002965,0.000045,0.000106,10-Dec-96
-0.009152,0.000204,0.000128,11-Dec-96
-0.015551,0.000097,0.000138,12-Dec-96
-0.000905,0.000105,0.000147,13-Dec-96
-0.010568,0.000067,0.00016,16-Dec-96
0.006994,0.000049,0.000143,17-Dec-96
0.007547,0.000042,0.000125,18-Dec-96
0.019252,0.000055,0.000117,19-Dec-96
0.004162,0.000154,0.000118,20-Dec-96
-0.002607,0.000049,0.000126,23-Dec-96
0.005488,7.00E-06,0.000115,24-Dec-96
0.006358,0.000039,0.000114,26-Dec-96
0.001283,1.00E-05,0.000121,27-Dec-96
-0.003892,0.000031,0.000126,30-Dec-96
-0.017544,0.000056,0.000145,31-Dec-96
-0.005048,0.000187,0.000148,02-Jan-97
0.014842,0.000084,0.000121,03-Jan-97
-0.000508,0.000075,0.000131,06-Jan-97
0.007436,0.000087,0.000124,07-Jan-97
-0.00642,0.000047,0.000135,08-Jan-97
0.008568,0.000041,0.000145,09-Jan-97
0.006141,0.000151,0.000127,10-Jan-97
0.000013,0.000049,0.00013,13-Jan-97
0.012235,0.000082,0.000123,14-Jan-97
-0.002161,0.000054,0.000124,15-Jan-97
0.003318,0.000066,0.000127,16-Jan-97
0.008306,0.000015,0.000115,17-Jan-97
0.000683,0.000029,0.000114,20-Jan-97
0.007721,0.000056,0.000105,21-Jan-97
0.004474,0.000043,0.000097,22-Jan-97
-0.011089,0.000257,0.000113,23-Jan-97
-0.009095,0.000086,0.000124,24-Jan-97
-0.007164,0.000093,0.000134,27-Jan-97
0,0.000277,0.000142,28-Jan-97
0.00973,0.000043,0.000135,29-Jan-97
0.014994,0.000058,0.000125,30-Jan-97
0.002535,0.000069,0.000126,31-Jan-97
0.000725,0.000027,0.000127,03-Feb-97
0.003211,0.000025,0.000125,04-Feb-97
-0.014009,0.000257,0.000147,05-Feb-97
0.0024,0.000054,0.000134,06-Feb-97
0.01199,0.000184,0.000118,07-Feb-97
-0.005244,0.000049,0.000141,10-Feb-97
0.005282,0.000076,0.000132,11-Feb-97
0.016554,0.000079,0.000125,12-Feb-97
0.01121,0.000034,0.000122,13-Feb-97
-0.004123,9.00E-06,0.000122,14-Feb-97
0.009614,0.000042,0.000128,18-Feb-97
-0.004666,0.000044,0.00014,19-Feb-97
-0.011998,0.000043,0.000152,20-Feb-97
-0.001284,0.00003,0.00014,21-Feb-97
0.010558,0.000033,0.00013,24-Feb-97
0.002244,0.000041,0.000139,25-Feb-97
-0.007937,0.000206,0.000142,26-Feb-97
-0.013256,0.000044,0.000147,27-Feb-97
-0.00536,0.000077,0.000147,28-Feb-97
0.005662,0.000045,0.000144,03-Mar-97
-0.005497,0.000033,0.000141,04-Mar-97
0.013861,0.000071,0.000126,05-Mar-97
-0.004286,0.000019,0.000139,06-Mar-97
0.007995,0.000044,0.000123,07-Mar-97
0.010725,0.000029,0.000119,10-Mar-97
-0.002843,0.000032,0.000123,11-Mar-97
-0.008765,0.00004,0.000127,12-Mar-97
-0.018447,0.000092,0.00013,13-Mar-97
0.004562,0.000112,0.00013,14-Mar-97
0.003197,0.000154,0.000145,17-Mar-97
-0.007632,0.000042,0.000149,18-Mar-97
-0.004938,0.000107,0.000156,19-Mar-97
-0.003979,0.00008,0.000149,20-Mar-97
0.001851,0.000019,0.000128,21-Mar-97
0.008622,0.000093,0.000133,24-Mar-97
-0.002304,0.000086,0.000123,25-Mar-97
0.001811,0.000033,0.000111,26-Mar-97
-0.021249,0.000097,0.000139,27-Mar-97
-0.021895,0.000268,0.000162,31-Mar-97
0.003323,0.000159,0.000144,01-Apr-97
-0.012625,0.000168,0.00015,02-Apr-97
0.00028,0.000085,0.000148,03-Apr-97
0.010052,0.000057,0.000122,04-Apr-97
0.005566,0.000046,0.000113,07-Apr-97
0.005222,0.000038,0.000112,08-Apr-97
-0.007231,0.000042,0.000114,09-Apr-97
-0.002976,0.000061,0.00012,10-Apr-97
-0.027662,0.000189,0.000129,11-Apr-97
0.008209,0.000056,0.000121,14-Apr-97
0.014669,0.000202,0.00011,15-Apr-97
0.011606,0.000063,0.000103,16-Apr-97
-0.002308,0.000064,0.000116,17-Apr-97
0.005981,0.000051,0.000116,18-Apr-97
-0.007821,0.000083,0.000134,21-Apr-97
0.018555,0.000075,0.000126,22-Apr-97
-0.001253,0.000043,0.000139,23-Apr-97
-0.003185,0.000108,0.000143,24-Apr-97
-0.007562,0.000036,0.000148,25-Apr-97
0.009868,0.00007,0.000151,28-Apr-97
0.026919,0.000231,0.00013,29-Apr-97
0.009139,0.000065,0.000133,30-Apr-97
-0.003513,0.000065,0.000131,01-May-97
0.017922,0.000122,0.000101,02-May-97
0.021021,0.000158,0.000134,05-May-97
-0.002992,0.000049,0.000144,06-May-97
-0.014775,0.000114,0.000151,07-May-97
0.005673,0.000151,0.000149,08-May-97
0.005495,0.000147,0.000134,09-May-97
0.015496,0.000071,0.000136,12-May-97
-0.005423,0.000045,0.000143,13-May-97
0.003487,0.000102,0.000147,14-May-97
0.006961,0.000042,0.000131,15-May-97
-0.014513,0.000038,0.000154,16-May-97
0.004233,0.00003,0.000153,19-May-97
0.010018,0.000117,0.000123,20-May-97
-0.002748,0.000094,0.000123,21-May-97
-0.004406,0.000045,0.000117,22-May-97
0.013514,0.000071,0.000108,23-May-97
0.003159,0.000092,0.000124,27-May-97
-0.002947,0.000063,0.000123,28-May-97
-0.003701,0.000013,0.00012,29-May-97
0.004963,0.000171,0.000122,30-May-97
-0.002266,0.000044,0.000144,02-Jun-97
-0.00104,0.000079,0.000132,03-Jun-97
-0.006372,0.000022,0.000134,04-Jun-97
0.003944,0.000045,0.000137,05-Jun-97
0.017139,0.000057,0.000119,06-Jun-97
0.005695,0.000049,0.000125,09-Jun-97
0.002731,0.000048,0.00012,10-Jun-97
0.004957,0.00004,0.000118,11-Jun-97
0.015825,0.000042,0.000113,12-Jun-97
0.011066,0.00006,0.000123,13-Jun-97
0.000705,0.000016,0.000129,16-Jun-97
0.000582,0.000107,0.000135,17-Jun-97
-0.006011,0.00004,0.000138,18-Jun-97
0.009994,0.000058,0.000134,19-Jun-97
0.00079,0.000011,0.000135,20-Jun-97
-0.022597,0.000139,0.000148,23-Jun-97
0.019967,0.000121,0.000142,24-Jun-97
-0.008234,0.000189,0.000153,25-Jun-97
-0.005991,0.000092,0.000157,26-Jun-97
0.004088,0.000072,0.000149,27-Jun-97
-0.002437,0.000114,0.000153,30-Jun-97
0.006632,0.000077,0.000146,01-Jul-97
0.014484,0.000067,0.000128,02-Jul-97
0.014158,0.000181,0.000105,03-Jul-97
-0.005161,0.000059,0.000121,07-Jul-97
0.007155,0.000043,0.000116,08-Jul-97
-0.012276,0.000075,0.000138,09-Jul-97
0.006852,0.000063,0.000131,10-Jul-97
0.003169,0.000018,0.00012,11-Jul-97
0.001853,0.000075,0.000127,14-Jul-97
0.008004,0.000047,0.000119,15-Jul-97
0.011631,0.000053,0.000124,16-Jul-97
-0.005331,0.000075,0.00014,17-Jul-97
-0.017662,0.000223,0.000164,18-Jul-97
-0.002582,0.000077,0.000183,21-Jul-97
0.022785,0.000163,0.000157,22-Jul-97
0.002759,0.000109,0.00015,23-Jul-97
0.003964,0.000101,0.000145,24-Jul-97
-0.001586,0.000074,0.000143,25-Jul-97
-0.002496,0.000024,0.000158,28-Jul-97
0.006217,0.000036,0.00016,29-Jul-97
0.010557,0.000044,0.000151,30-Jul-97
0.002098,0.000062,0.000153,31-Jul-97
-0.007521,0.000225,0.000164,01-Aug-97
0.003331,0.000043,0.000159,04-Aug-97
0.002176,0.000019,0.000141,05-Aug-97
0.008313,0.000044,0.000133,06-Aug-97
-0.009553,0.000068,0.000129,07-Aug-97
-0.01873,0.000215,0.000167,08-Aug-97
0.003699,0.000057,0.000171,11-Aug-97
-0.011237,0.000072,0.000187,12-Aug-97
-0.00488,0.000441,0.000199,13-Aug-97
0.002978,0.00006,0.000177,14-Aug-97
-0.026251,0.000253,0.000198,15-Aug-97
0.012883,0.000138,0.000196,18-Aug-97
0.014708,0.00011,0.00017,19-Aug-97
0.014303,0.00006,0.000147,20-Aug-97
-0.01534,0.000081,0.000188,21-Aug-97
-0.001634,0.000386,0.000202,22-Aug-97
-0.003667,0.000044,0.000192,25-Aug-97
-0.00779,0.000057,0.000202,26-Aug-97
0.000745,0.000113,0.000195,27-Aug-97
-0.011038,0.00025,0.000199,28-Aug-97
-0.004659,0.000093,0.000203,29-Aug-97
0.030773,0.000229,0.000199,02-Sep-97
0.000302,0.000086,0.000206,03-Sep-97
0.003239,0.000027,0.000211,04-Sep-97
-0.001957,0.000081,0.000195,05-Sep-97
0.002312,0.000048,0.000197,08-Sep-97
0.002595,0.000051,0.000189,09-Sep-97
-0.015751,0.000084,0.000201,10-Sep-97
-0.007032,0.000098,0.000223,11-Sep-97
0.012328,0.000107,0.00021,12-Sep-97
-0.004491,0.000032,0.000219,15-Sep-97
0.027738,0.000184,0.000187,16-Sep-97
-0.002796,0.00003,0.000192,17-Sep-97
0.004539,0.000127,0.000182,18-Sep-97
0.003393,0.000063,0.000171,19-Sep-97
0.005163,0.000051,0.000161,22-Sep-97
-0.00367,0.000028,0.00016,23-Sep-97
-0.007857,0.000081,0.00017,24-Sep-97
-0.006981,0.00004,0.000174,25-Sep-97
0.007764,0.000067,0.000164,26-Sep-97
0.008554,0.000046,0.000163,29-Sep-97
-0.006377,0.000076,0.000174,30-Sep-97
0.008546,0.000077,0.000165,01-Oct-97
0.005272,0.000021,0.000164,02-Oct-97
0.004747,0.00029,0.000153,03-Oct-97
0.007906,0.000049,0.000154,06-Oct-97
0.010666,0.000029,0.000136,07-Oct-97
-0.009484,0.000078,0.000146,08-Oct-97
-0.003312,0.000091,0.000165,09-Oct-97
-0.003757,0.000061,0.000129,10-Oct-97
0.001158,0.000041,0.000136,13-Oct-97
0.002249,0.000083,0.000132,14-Oct-97
-0.004711,0.000073,0.000133,15-Oct-97
-0.010901,0.000123,0.000139,16-Oct-97
-0.011677,0.000145,0.000156,17-Oct-97
0.012054,0.000073,0.000142,20-Oct-97
0.017294,0.000059,0.000126,21-Oct-97
-0.003906,0.000031,0.00013,22-Oct-97
-0.01855,0.000451,0.000175,23-Oct-97
-0.009565,0.000269,0.000178,24-Oct-97
-0.071127,0.00101,0.00032,27-Oct-97
0.049887,0.0017,0.000322,28-Oct-97
-0.002922,0.00032,0.000377,29-Oct-97
-0.016985,0.00023,0.000483,30-Oct-97
0.012033,0.000213,0.000407,31-Oct-97
0.026296,0.000357,0.000341,03-Nov-97
0.001883,0.000055,0.000344,04-Nov-97
0.002124,0.000069,0.000342,05-Nov-97
-0.00503,0.000057,0.000351,06-Nov-97
-0.011278,0.000314,0.000435,07-Nov-97
-0.006902,0.000141,0.000444,10-Nov-97
0.002873,0.000034,0.000438,11-Nov-97
-0.019479,0.000202,0.000467,12-Nov-97
0.011741,0.000162,0.000444,13-Nov-97
0.012672,0.000101,0.000375,14-Nov-97
0.019045,0.000172,0.00033,17-Nov-97
-0.008459,0.000038,0.000329,18-Nov-97
0.006756,0.000064,0.000296,19-Nov-97
0.015119,0.000092,0.000247,20-Nov-97
0.004277,0.000059,0.000235,21-Nov-97
-0.017196,0.000103,0.000294,24-Nov-97
0.004374,0.000064,0.000277,25-Nov-97
0.000862,0.000049,0.000263,26-Nov-97
0.003943,0.000028,0.000249,28-Nov-97
0.020071,0.000082,0.000224,01-Dec-97
-0.003175,0.000031,0.000218,02-Dec-97
0.005225,0.000079,0.000189,03-Dec-97
-0.003764,0.000047,0.000188,04-Dec-97
0.010926,0.000077,0.00017,05-Dec-97
-0.001444,0.000018,0.000178,08-Dec-97
-0.006731,0.000056,0.00018,09-Dec-97
-0.006158,0.000065,0.000199,10-Dec-97
-0.015431,0.000251,0.000252,11-Dec-97
-0.001624,0.000056,0.000258,12-Dec-97
0.010434,0.000036,0.000248,15-Dec-97
0.004815,0.000069,0.000225,16-Dec-97
-0.002586,0.000096,0.000229,17-Dec-97
-0.010662,0.000101,0.000244,18-Dec-97
-0.008959,0.000387,0.000282,19-Dec-97
0.007282,0.000142,0.00027,22-Dec-97
-0.015395,0.00012,0.000295,23-Dec-97
-0.00687,0.000045,0.000303,24-Dec-97
0.004023,0.000069,0.000283,26-Dec-97
0.017886,0.000151,0.000237,29-Dec-97
0.018169,0.000074,0.000197,30-Dec-97
-0.000422,0.000038,0.000191,31-Dec-97
0.004739,0.000045,0.000181,02-Jan-98
0.00208,0.000058,0.000196,05-Jan-98
-0.010794,0.000089,0.000218,06-Jan-98
-0.002673,0.000079,0.000208,07-Jan-98
-0.008281,0.000053,0.000224,08-Jan-98
-0.030113,0.000207,0.000272,09-Jan-98
0.012341,0.000173,0.00026,12-Jan-98
0.013652,0.000075,0.00021,13-Jan-98
0.006094,0.000021,0.000187,14-Jan-98
-0.007555,0.00004,0.000182,15-Jan-98
0.011275,0.00009,0.000155,16-Jan-98
0.017618,0.000039,0.000155,20-Jan-98
-0.007992,0.000109,0.000168,21-Jan-98
-0.008036,0.000107,0.000177,22-Jan-98
-0.005675,0.000104,0.00018,23-Jan-98
-0.000669,0.000053,0.00019,26-Jan-98
0.012534,0.000075,0.000164,27-Jan-98
0.008672,0.000048,0.000161,28-Jan-98
0.008182,0.000099,0.000155,29-Jan-98
-0.005301,0.000054,0.000152,30-Jan-98
0.021186,0.000345,0.000151,02-Feb-98
0.004713,0.000028,0.000141,03-Feb-98
0.000894,0.00005,0.00014,04-Feb-98
-0.003343,0.000099,0.00015,05-Feb-98
0.008849,0.000041,0.000139,06-Feb-98
-0.0017,0.000043,0.000154,09-Feb-98
0.008149,0.000042,0.000141,10-Feb-98
0.000981,0.000014,0.000137,11-Feb-98
0.004041,0.0001,0.000129,12-Feb-98
-0.003962,0.000035,0.00013,13-Feb-98
0.002614,0.000058,0.000143,17-Feb-98
0.009071,0.000022,0.000128,18-Feb-98
-0.003689,0.000027,0.000131,19-Feb-98
0.00575,0.000036,0.000119,20-Feb-98
0.003793,0.000032,0.000119,23-Feb-98
-0.007328,0.000046,0.000124,24-Feb-98
0.011903,0.000066,0.000115,25-Feb-98
0.005517,0.000036,0.000115,26-Feb-98
0.000639,0.000023,0.000114,27-Feb-98
-0.001564,0.000035,0.000122,02-Mar-98
0.004115,0.000037,0.00012,03-Mar-98
-0.004468,0.000025,0.000127,04-Mar-98
-0.011794,0.000175,0.000145,05-Mar-98
0.019745,0.000083,0.000121,06-Mar-98
-0.003207,0.000044,0.000135,09-Mar-98
0.011283,0.000061,0.000125,10-Mar-98
0.003957,0.000021,0.000118,11-Mar-98
0.001356,0.000041,0.00011,12-Mar-98
-0.001225,0.000052,0.000116,13-Mar-98
0.009926,0.000027,0.000113,16-Mar-98
0.001093,0.000024,0.000115,17-Mar-98
0.004682,0.000017,0.000111,18-Mar-98
0.00388,0.000011,0.000104,19-Mar-98
